slover,instance,track,cpu-time,memory,status,score
ConArg,2021/be_7_3_10,CE-PR,601.054,25333352,TIMEOUT,0
ConArg,2021/be_8_5_10,CE-PR,601.008,21255392,TIMEOUT,0
ConArg,2021/e_5_6_8,CE-PR,600.123,3544104,TIMEOUT,0
ConArg,2021/be_8_6_6,CE-PR,600.985,21751800,TIMEOUT,0
ConArg,2021/be_8_2_6,CE-PR,601.504,32772612,TIMEOUT,0
ConArg,2021/be_6_6_8,CE-PR,600.521,11741484,TIMEOUT,0
ConArg,2021/e_7_10_8,CE-PR,601.685,35292236,TIMEOUT,0
ConArg,2021/b_7_8_8,CE-PR,601.061,22388944,TIMEOUT,0
ConArg,2021/e_8_8_7,CE-PR,600.943,20551288,TIMEOUT,0
ConArg,2021/e_5_4_10,CE-PR,600.134,3839396,TIMEOUT,0
ConArg,2021/e_8_2_9,CE-PR,601.674,35797572,TIMEOUT,0
ConArg,2021/b_7_6_9,CE-PR,601.746,40650580,TIMEOUT,0
ConArg,2021/be_9_8_10,CE-PR,600.965,21111844,TIMEOUT,0
ConArg,2021/b_9_2_10,CE-PR,600.895,19767884,TIMEOUT,0
ConArg,2021/e_9_2_7,CE-PR,600.954,20618728,TIMEOUT,0
ConArg,2021/be_7_2_8,CE-PR,600.723,18860232,TIMEOUT,0
ConArg,2021/e_8_3_10,CE-PR,601.009,21605360,TIMEOUT,0
ConArg,2021/b_5_6_10,CE-PR,600.176,4217036,TIMEOUT,0
ConArg,2021/e_6_4_8,CE-PR,600.316,6678160,TIMEOUT,0
ConArg,2021/be_7_10_6,CE-PR,601.095,23143144,TIMEOUT,0
ConArg,2021/b_9_4_6,CE-PR,600.924,20300872,TIMEOUT,0
ConArg,2021/b_5_5_10,CE-PR,600.138,3709836,TIMEOUT,0
ConArg,2021/e_10_7_10,CE-PR,601.073,23711236,TIMEOUT,0
ConArg,2021/be_5_8_10,CE-PR,600.175,4520780,TIMEOUT,0
ConArg,2021/b_9_8_7,CE-PR,600.934,20715976,TIMEOUT,0
ConArg,2021/be_6_2_7,CE-PR,600.283,6520652,TIMEOUT,0
ConArg,2021/be_8_10_7,CE-PR,600.986,21577536,TIMEOUT,0
ConArg,2021/b_10_3_10,CE-PR,601.043,22858404,TIMEOUT,0
ConArg,2021/b_6_6_6,CE-PR,600.593,13476132,TIMEOUT,0
ConArg,2021/be_5_4_6,CE-PR,600.129,3401224,TIMEOUT,0
ConArg,2021/e_9_4_8,CE-PR,600.966,20372648,TIMEOUT,0
ConArg,2021/e_10_3_10,CE-PR,601.023,22578008,TIMEOUT,0
ConArg,2021/b_6_7_10,CE-PR,600.62,14613404,TIMEOUT,0
ConArg,2021/b_5_1_10,CE-PR,600.105,2763228,TIMEOUT,0
ConArg,2021/be_9_6_7,CE-PR,600.927,20668656,TIMEOUT,0
ConArg,2021/e_8_6_9,CE-PR,600.936,20531688,TIMEOUT,0
ConArg,2021/be_6_8_10,CE-PR,600.573,13628844,TIMEOUT,0
ConArg,2021/be_7_10_10,CE-PR,601.904,38187808,TIMEOUT,0
ConArg,2021/be_7_1_10,CE-PR,600.498,17184700,TIMEOUT,0
ConArg,2021/be_9_8_7,CE-PR,600.953,21068544,TIMEOUT,0
ConArg,2021/b_9_6_6,CE-PR,600.963,20249156,TIMEOUT,0
ConArg,2021/e_9_9_10,CE-PR,600.955,20951960,TIMEOUT,0
ConArg,2021/e_5_6_6,CE-PR,600.159,3607496,TIMEOUT,0
ConArg,2021/e_8_4_6,CE-PR,601,20966108,TIMEOUT,0
ConArg,2021/e_10_4_10,CE-PR,601.031,22718080,TIMEOUT,0
ConArg,2021/e_6_2_9,CE-PR,600.228,5326224,TIMEOUT,0
ConArg,2021/be_5_5_10,CE-PR,600.122,3274424,TIMEOUT,0
ConArg,2021/e_9_8_9,CE-PR,600.946,20807716,TIMEOUT,0
ConArg,2021/e_6_6_9,CE-PR,600.372,8200780,TIMEOUT,0
ConArg,2021/b_9_8_6,CE-PR,600.958,21084172,TIMEOUT,0
ConArg,2021/b_10_6_10,CE-PR,601.119,23980996,TIMEOUT,0
ConArg,2021/e_7_6_9,CE-PR,601.178,24827272,TIMEOUT,0
ConArg,2021/b_5_10_10,CE-PR,600.29,7292340,TIMEOUT,0
ConArg,2021/e_9_2_8,CE-PR,600.937,20553160,TIMEOUT,0
ConArg,2021/e_7_4_7,CE-PR,600.854,19103048,TIMEOUT,0
ConArg,2021/e_8_10_7,CE-PR,600.931,20369660,TIMEOUT,0
ConArg,2021/b_7_10_6,CE-PR,601.063,22700476,TIMEOUT,0
ConArg,2021/e_5_3_10,CE-PR,600.122,2534728,TIMEOUT,0
ConArg,2021/b_10_7_10,CE-PR,601.129,25020540,TIMEOUT,0
ConArg,2021/b_8_8_10,CE-PR,600.968,20690132,TIMEOUT,0
ConArg,2021/be_7_10_9,CE-PR,601.919,38408332,TIMEOUT,0
ConArg,2021/be_5_6_9,CE-PR,600.136,3753644,TIMEOUT,0
ConArg,2021/be_7_8_6,CE-PR,602.038,44330520,TIMEOUT,0
ConArg,2021/b_8_2_9,CE-PR,600.994,20864164,TIMEOUT,0
ConArg,2021/e_6_1_10,CE-PR,600.199,4706772,TIMEOUT,0
ConArg,2021/e_8_2_10,CE-PR,601.667,36595904,TIMEOUT,0
ConArg,2021/b_5_6_8,CE-PR,600.186,3827196,TIMEOUT,0
ConArg,2021/b_8_10_7,CE-PR,600.922,19856548,TIMEOUT,0
ConArg,2021/b_7_10_10,CE-PR,601.05,23030128,TIMEOUT,0
ConArg,2021/b_6_6_7,CE-PR,600.561,12256944,TIMEOUT,0
ConArg,2021/b_5_8_6,CE-PR,600.199,5297944,TIMEOUT,0
ConArg,2021/b_6_8_8,CE-PR,600.875,23624480,TIMEOUT,0
ConArg,2021/e_10_8_10,CE-PR,601.122,24118020,TIMEOUT,0
ConArg,2021/be_8_2_9,CE-PR,600.971,20849132,TIMEOUT,0
ConArg,2021/be_8_1_10,CE-PR,601.671,48635392,TIMEOUT,0
ConArg,2021/b_8_2_8,CE-PR,600.958,21026524,TIMEOUT,0
ConArg,2021/be_5_8_9,CE-PR,600.211,4473208,TIMEOUT,0
ConArg,2021/b_5_4_7,CE-PR,600.145,3464056,TIMEOUT,0
ConArg,2021/be_5_6_8,CE-PR,600.213,3991864,TIMEOUT,0
ConArg,2021/e_5_10_6,CE-PR,600.152,4312860,TIMEOUT,0
ConArg,2021/e_5_6_7,CE-PR,600.151,3362264,TIMEOUT,0
ConArg,2021/b_9_4_8,CE-PR,600.903,20038824,TIMEOUT,0
ConArg,2021/be_9_1_10,CE-PR,600.951,20046284,TIMEOUT,0
ConArg,2021/b_5_6_7,CE-PR,600.182,4537196,TIMEOUT,0
ConArg,2021/e_6_10_6,CE-PR,600.918,15309436,TIMEOUT,0
ConArg,2021/be_8_10_9,CE-PR,600.986,21490264,TIMEOUT,0
ConArg,2021/be_6_4_8,CE-PR,600.367,9087048,TIMEOUT,0
ConArg,2021/b_5_2_10,CE-PR,600.132,3320524,TIMEOUT,0
ConArg,2021/be_7_2_7,CE-PR,600.717,19376960,TIMEOUT,0
ConArg,2021/be_5_2_7,CE-PR,600.11,2840092,TIMEOUT,0
ConArg,2021/b_6_9_10,CE-PR,600.78,18536060,TIMEOUT,0
ConArg,2021/e_7_4_9,CE-PR,600.839,18984972,TIMEOUT,0
ConArg,2021/e_9_4_10,CE-PR,600.939,20525740,TIMEOUT,0
ConArg,2021/e_9_10_9,CE-PR,600.984,20977224,TIMEOUT,0
ConArg,2021/b_7_8_9,CE-PR,601.15,25765180,TIMEOUT,0
ConArg,2021/b_8_10_6,CE-PR,600.946,21160888,TIMEOUT,0
ConArg,2021/be_8_6_9,CE-PR,600.964,21194744,TIMEOUT,0
ConArg,2021/be_10_5_10,CE-PR,601.101,23192956,TIMEOUT,0
ConArg,2021/b_9_10_6,CE-PR,601.016,21250340,TIMEOUT,0
ConArg,2021/be_9_8_9,CE-PR,600.975,20825868,TIMEOUT,0
ConArg,2021/e_10_9_10,CE-PR,601.133,24280044,TIMEOUT,0
ConArg,2021/e_9_6_10,CE-PR,600.971,20453280,TIMEOUT,0
ConArg,2021/be_6_5_10,CE-PR,600.444,9789176,TIMEOUT,0
ConArg,2021/b_6_4_7,CE-PR,600.406,9735288,TIMEOUT,0
ConArg,2021/b_8_5_10,CE-PR,600.899,19845568,TIMEOUT,0
ConArg,2021/e_7_2_6,CE-PR,600.621,15341612,TIMEOUT,0
ConArg,2021/e_7_6_7,CE-PR,601.181,27444312,TIMEOUT,0
ConArg,2021/b_8_4_9,CE-PR,600.947,20327576,TIMEOUT,0
ConArg,2021/b_7_2_10,CE-PR,600.865,20832456,TIMEOUT,0
ConArg,2021/e_7_10_6,CE-PR,601.635,36347156,TIMEOUT,0
ConArg,2021/be_6_6_7,CE-PR,600.721,17345720,TIMEOUT,0
ConArg,2021/e_6_4_7,CE-PR,600.28,6751828,TIMEOUT,0
ConArg,2021/be_7_2_10,CE-PR,600.754,19083224,TIMEOUT,0
ConArg,2021/e_7_7_10,CE-PR,601.299,28249264,TIMEOUT,0
ConArg,2021/be_6_10_9,CE-PR,600.814,21395276,TIMEOUT,0
ConArg,2021/be_6_6_6,CE-PR,600.499,11353568,TIMEOUT,0
ConArg,2021/e_8_6_6,CE-PR,600.954,20748488,TIMEOUT,0
ConArg,2021/b_8_6_8,CE-PR,601.243,20831000,TIMEOUT,0
ConArg,2021/e_8_8_9,CE-PR,600.955,20296504,TIMEOUT,0
ConArg,2021/be_8_6_7,CE-PR,600.987,21652080,TIMEOUT,0
ConArg,2021/e_7_4_6,CE-PR,600.859,19467168,TIMEOUT,0
ConArg,2021/b_7_5_10,CE-PR,601.637,35843840,TIMEOUT,0
ConArg,2021/b_8_8_7,CE-PR,600.963,20560168,TIMEOUT,0
ConArg,2021/e_6_8_6,CE-PR,600.516,12733156,TIMEOUT,0
ConArg,2021/b_10_10_10,CE-PR,601.169,26134756,TIMEOUT,0
ConArg,2021/e_6_6_6,CE-PR,600.391,9685224,TIMEOUT,0
ConArg,2021/b_8_10_10,CE-PR,600.94,21005016,TIMEOUT,0
ConArg,2021/e_9_6_6,CE-PR,600.933,20579656,TIMEOUT,0
ConArg,2021/b_8_9_10,CE-PR,600.971,21088844,TIMEOUT,0
ConArg,2021/b_7_8_6,CE-PR,601.824,35299908,TIMEOUT,0
ConArg,2021/e_6_8_8,CE-PR,600.496,13480280,TIMEOUT,0
ConArg,2021/e_7_8_9,CE-PR,601.613,39988820,TIMEOUT,0
ConArg,2021/e_9_4_9,CE-PR,600.923,20416672,TIMEOUT,0
ConArg,2021/e_6_4_9,CE-PR,600.314,6755732,TIMEOUT,0
ConArg,2021/be_6_2_6,CE-PR,600.238,7048336,TIMEOUT,0
ConArg,2021/be_10_3_10,CE-PR,601.075,22701144,TIMEOUT,0
ConArg,2021/e_6_10_7,CE-PR,600.524,12694096,TIMEOUT,0
ConArg,2021/e_5_1_10,CE-PR,600.1,2473820,TIMEOUT,0
ConArg,2021/b_8_8_9,CE-PR,600.946,20653980,TIMEOUT,0
ConArg,2021/e_6_10_9,CE-PR,600.483,10909124,TIMEOUT,0
ConArg,2021/be_6_2_10,CE-PR,600.29,6621704,TIMEOUT,0
ConArg,2021/e_7_4_8,CE-PR,600.881,18923080,TIMEOUT,0
ConArg,2021/e_8_9_10,CE-PR,600.948,20230976,TIMEOUT,0
ConArg,2021/be_9_6_9,CE-PR,600.953,20774660,TIMEOUT,0
ConArg,2021/be_8_4_8,CE-PR,600.955,21266360,TIMEOUT,0
ConArg,2021/be_6_4_10,CE-PR,600.406,8996388,TIMEOUT,0
ConArg,2021/b_8_6_6,CE-PR,600.959,20784360,TIMEOUT,0
ConArg,2021/be_5_6_7,CE-PR,600.152,4196636,TIMEOUT,0
ConArg,2021/b_9_8_9,CE-PR,600.944,20999548,TIMEOUT,0
ConArg,2021/e_9_10_7,CE-PR,600.981,20977892,TIMEOUT,0
ConArg,2021/be_8_8_8,CE-PR,601.018,21292152,TIMEOUT,0
ConArg,2021/b_7_2_9,CE-PR,601.01,24627852,TIMEOUT,0
ConArg,2021/b_7_7_10,CE-PR,601.94,42251220,TIMEOUT,0
ConArg,2021/be_7_7_10,CE-PR,601.654,41321184,TIMEOUT,0
ConArg,2021/be_7_6_9,CE-PR,601.567,37220648,TIMEOUT,0
ConArg,2021/b_6_8_9,CE-PR,600.744,16578020,TIMEOUT,0
ConArg,2021/b_5_10_6,CE-PR,600.235,5808940,TIMEOUT,0
ConArg,2021/e_7_2_10,CE-PR,600.584,15020560,TIMEOUT,0
ConArg,2021/b_7_4_8,CE-PR,601.453,31077656,TIMEOUT,0
ConArg,2021/be_10_8_10,CE-PR,601.136,25116604,TIMEOUT,0
ConArg,2021/e_8_2_8,CE-PR,601.957,36252060,TIMEOUT,0
ConArg,2021/e_8_10_6,CE-PR,600.948,20591296,TIMEOUT,0
ConArg,2021/be_9_2_8,CE-PR,600.923,20163876,TIMEOUT,0
ConArg,2021/b_9_2_7,CE-PR,600.907,20113260,TIMEOUT,0
ConArg,2021/b_9_6_9,CE-PR,600.928,20239056,TIMEOUT,0
ConArg,2021/be_6_4_7,CE-PR,600.343,8421668,TIMEOUT,0
ConArg,2021/b_6_10_10,CE-PR,600.878,19873680,TIMEOUT,0
ConArg,2021/e_7_2_7,CE-PR,600.599,15439964,TIMEOUT,0
ConArg,2021/e_8_8_10,CE-PR,600.953,20326456,TIMEOUT,0
ConArg,2021/be_5_3_10,CE-PR,600.1,2950464,TIMEOUT,0
ConArg,2021/be_9_8_6,CE-PR,601.009,20837660,TIMEOUT,0
ConArg,2021/e_10_5_10,CE-PR,601.079,23176332,TIMEOUT,0
ConArg,2021/b_7_4_6,CE-PR,601.381,30598352,TIMEOUT,0
ConArg,2021/e_8_6_7,CE-PR,600.947,20566012,TIMEOUT,0
ConArg,2021/e_5_8_9,CE-PR,600.279,6440080,TIMEOUT,0
ConArg,2021/b_5_8_10,CE-PR,600.277,6621108,TIMEOUT,0
ConArg,2021/be_5_2_8,CE-PR,600.106,2732312,TIMEOUT,0
ConArg,2021/e_6_2_7,CE-PR,600.202,5636980,TIMEOUT,0
ConArg,2021/be_7_10_8,CE-PR,602.097,36873808,TIMEOUT,0
ConArg,2021/be_8_10_10,CE-PR,601.079,21722828,TIMEOUT,0
ConArg,2021/e_7_5_10,CE-PR,601.011,22458212,TIMEOUT,0
ConArg,2021/e_6_5_10,CE-PR,600.326,7489904,TIMEOUT,0
ConArg,2021/b_5_8_7,CE-PR,600.224,4893356,TIMEOUT,0
ConArg,2021/b_6_10_6,CE-PR,600.87,19712128,TIMEOUT,0
ConArg,2021/b_5_8_9,CE-PR,600.233,5029992,TIMEOUT,0
ConArg,2021/e_5_10_7,CE-PR,600.236,5466540,TIMEOUT,0
ConArg,2021/e_9_4_7,CE-PR,600.944,20394056,TIMEOUT,0
ConArg,2021/e_9_8_10,CE-PR,600.978,20749088,TIMEOUT,0
ConArg,2021/b_6_4_6,CE-PR,600.433,9900952,TIMEOUT,0
ConArg,2021/be_9_4_6,CE-PR,600.925,20380040,TIMEOUT,0
ConArg,2021/be_9_10_8,CE-PR,600.965,21611108,TIMEOUT,0
ConArg,2021/e_9_8_7,CE-PR,600.979,20684868,TIMEOUT,0
ConArg,2021/b_6_6_10,CE-PR,600.57,13056728,TIMEOUT,0
ConArg,2021/e_6_4_6,CE-PR,600.303,6816956,TIMEOUT,0
ConArg,2021/e_8_1_10,CE-PR,601.594,37242360,TIMEOUT,0
ConArg,2021/b_9_4_7,CE-PR,600.926,20223068,TIMEOUT,0
ConArg,2021/be_10_7_10,CE-PR,601.107,24041200,TIMEOUT,0
ConArg,2021/b_7_6_10,CE-PR,601.761,40734816,TIMEOUT,0
ConArg,2021/be_5_2_6,CE-PR,600.104,2681856,TIMEOUT,0
ConArg,2021/be_9_6_6,CE-PR,600.987,20627376,TIMEOUT,0
ConArg,2021/e_7_8_6,CE-PR,601.486,32590276,TIMEOUT,0
ConArg,2021/be_10_4_10,CE-PR,601.091,23000040,TIMEOUT,0
ConArg,2021/e_6_3_10,CE-PR,600.228,6048388,TIMEOUT,0
ConArg,2021/be_6_6_10,CE-PR,600.478,11019300,TIMEOUT,0
ConArg,2021/e_7_3_10,CE-PR,600.757,16155228,TIMEOUT,0
ConArg,2021/b_8_2_6,CE-PR,600.992,20954364,TIMEOUT,0
ConArg,2021/be_9_4_8,CE-PR,600.953,20389260,TIMEOUT,0
ConArg,2021/b_7_8_7,CE-PR,601.252,27644484,TIMEOUT,0
ConArg,2021/be_6_10_10,CE-PR,600.778,18005616,TIMEOUT,0
ConArg,2021/e_8_5_10,CE-PR,600.957,20946768,TIMEOUT,0
ConArg,2021/b_9_6_8,CE-PR,600.917,20289976,TIMEOUT,0
ConArg,2021/b_9_2_6,CE-PR,600.916,20134680,TIMEOUT,0
ConArg,2021/e_5_10_9,CE-PR,600.188,4883084,TIMEOUT,0
ConArg,2021/b_9_8_10,CE-PR,600.954,21018824,TIMEOUT,0
ConArg,2021/be_6_4_6,CE-PR,600.38,8614620,TIMEOUT,0
ConArg,2021/e_5_2_8,CE-PR,600.14,2401428,TIMEOUT,0
ConArg,2021/be_8_10_6,CE-PR,600.978,21318496,TIMEOUT,0
ConArg,2021/be_8_8_6,CE-PR,601.009,21325784,TIMEOUT,0
ConArg,2021/e_7_6_6,CE-PR,601.13,25094188,TIMEOUT,0
ConArg,2021/be_7_8_9,CE-PR,601.765,46342856,TIMEOUT,0
ConArg,2021/b_5_4_6,CE-PR,600.161,3822520,TIMEOUT,0
ConArg,2021/e_8_10_9,CE-PR,600.94,20602368,TIMEOUT,0
ConArg,2021/e_5_2_10,CE-PR,600.144,3142764,TIMEOUT,0
ConArg,2021/e_8_4_7,CE-PR,600.956,20996964,TIMEOUT,0
ConArg,2021/e_8_8_8,CE-PR,600.949,20370460,TIMEOUT,0
ConArg,2021/be_9_2_7,CE-PR,600.908,20154528,TIMEOUT,0
ConArg,2021/e_7_6_10,CE-PR,601.142,24746984,TIMEOUT,0
ConArg,2021/b_5_6_9,CE-PR,600.207,4878740,TIMEOUT,0
ConArg,2021/b_5_6_6,CE-PR,600.152,4117412,TIMEOUT,0
ConArg,2021/e_9_7_10,CE-PR,600.986,20704496,TIMEOUT,0
ConArg,2021/b_9_7_10,CE-PR,600.966,20607056,TIMEOUT,0
ConArg,2021/e_7_8_10,CE-PR,601.638,38043164,TIMEOUT,0
ConArg,2021/be_5_10_6,CE-PR,600.31,6913732,TIMEOUT,0
ConArg,2021/e_7_6_8,CE-PR,601.445,34240024,TIMEOUT,0
ConArg,2021/be_8_4_7,CE-PR,600.972,20914916,TIMEOUT,0
ConArg,2021/e_8_2_7,CE-PR,601.673,35900192,TIMEOUT,0
ConArg,2021/b_5_2_6,CE-PR,600.087,2917084,TIMEOUT,0
ConArg,2021/be_6_2_8,CE-PR,600.284,6262516,TIMEOUT,0
ConArg,2021/be_6_1_10,CE-PR,600.181,5601188,TIMEOUT,0
ConArg,2021/be_9_6_8,CE-PR,600.946,20540220,TIMEOUT,0
ConArg,2021/b_10_5_10,CE-PR,601.071,23552500,TIMEOUT,0
ConArg,2021/b_7_10_7,CE-PR,601.049,22935932,TIMEOUT,0
ConArg,2021/e_10_1_10,CE-PR,601.009,22311208,TIMEOUT,0
ConArg,2021/be_7_6_8,CE-PR,601.608,36799212,TIMEOUT,0
ConArg,2021/be_5_4_10,CE-PR,600.103,3029344,TIMEOUT,0
ConArg,2021/be_6_9_10,CE-PR,600.719,17829684,TIMEOUT,0
ConArg,2021/b_9_5_10,CE-PR,600.922,20176808,TIMEOUT,0
ConArg,2021/e_6_8_10,CE-PR,600.478,11228596,TIMEOUT,0
ConArg,2021/e_6_4_10,CE-PR,600.304,6687784,TIMEOUT,0
ConArg,2021/be_8_4_6,CE-PR,600.996,21025176,TIMEOUT,0
ConArg,2021/b_5_9_10,CE-PR,600.367,8882732,TIMEOUT,0
ConArg,2021/be_6_3_10,CE-PR,600.342,7402172,TIMEOUT,0
ConArg,2021/be_9_7_10,CE-PR,600.97,20800340,TIMEOUT,0
ConArg,2021/be_6_8_6,CE-PR,600.583,14663852,TIMEOUT,0
ConArg,2021/e_5_2_6,CE-PR,600.091,2654972,TIMEOUT,0
ConArg,2021/b_5_10_8,CE-PR,600.22,5969204,TIMEOUT,0
ConArg,2021/e_6_8_7,CE-PR,600.473,12303596,TIMEOUT,0
ConArg,2021/e_5_8_10,CE-PR,600.161,3990388,TIMEOUT,0
ConArg,2021/b_7_2_6,CE-PR,600.859,21546184,TIMEOUT,0
ConArg,2021/b_10_4_10,CE-PR,601.108,23213636,TIMEOUT,0
ConArg,2021/e_5_2_7,CE-PR,600.108,2332828,TIMEOUT,0
ConArg,2021/e_7_2_8,CE-PR,600.593,14223624,TIMEOUT,0
ConArg,2021/be_8_6_8,CE-PR,600.994,21203812,TIMEOUT,0
ConArg,2021/b_8_10_9,CE-PR,600.955,21041264,TIMEOUT,0
ConArg,2021/be_7_6_10,CE-PR,601.504,35625928,TIMEOUT,0
ConArg,2021/e_10_10_10,CE-PR,601.149,25498276,TIMEOUT,0
ConArg,2021/be_9_3_10,CE-PR,600.95,19997008,TIMEOUT,0
ConArg,2021/be_5_6_10,CE-PR,600.16,3521512,TIMEOUT,0
ConArg,2021/be_5_4_9,CE-PR,600.104,3114076,TIMEOUT,0
ConArg,2021/e_8_6_8,CE-PR,600.953,20220676,TIMEOUT,0
ConArg,2021/be_7_4_7,CE-PR,601.26,27355840,TIMEOUT,0
ConArg,2021/be_6_6_9,CE-PR,600.558,13354872,TIMEOUT,0
ConArg,2021/b_9_1_10,CE-PR,600.923,20206972,TIMEOUT,0
ConArg,2021/b_8_1_10,CE-PR,601.95,41295324,TIMEOUT,0
ConArg,2021/be_10_10_10,CE-PR,601.157,25859224,TIMEOUT,0
ConArg,2021/be_8_6_10,CE-PR,601.009,21518148,TIMEOUT,0
ConArg,2021/e_5_4_9,CE-PR,600.122,3102936,TIMEOUT,0
ConArg,2021/e_5_4_6,CE-PR,600.095,2810424,TIMEOUT,0
ConArg,2021/be_8_2_8,CE-PR,601.933,37445760,TIMEOUT,0
ConArg,2021/e_5_10_8,CE-PR,600.227,6330204,TIMEOUT,0
ConArg,2021/e_10_6_10,CE-PR,601.09,23346512,TIMEOUT,0
ConArg,2021/be_9_10_9,CE-PR,601.008,21615188,TIMEOUT,0
ConArg,2021/b_6_6_9,CE-PR,600.589,13219300,TIMEOUT,0
ConArg,2021/be_8_4_10,CE-PR,600.981,21055588,TIMEOUT,0
ConArg,2021/be_7_10_7,CE-PR,601.855,37262856,TIMEOUT,0
ConArg,2021/b_9_10_7,CE-PR,600.958,21237144,TIMEOUT,0
ConArg,2021/be_9_2_10,CE-PR,600.922,19719616,TIMEOUT,0
ConArg,2021/be_7_8_10,CE-PR,601.678,42510932,TIMEOUT,0
ConArg,2021/e_8_6_10,CE-PR,600.953,20360256,TIMEOUT,0
ConArg,2021/e_9_10_8,CE-PR,600.97,21067000,TIMEOUT,0
ConArg,2021/be_6_4_9,CE-PR,600.324,7895100,TIMEOUT,0
ConArg,2021/e_8_8_6,CE-PR,600.947,20412652,TIMEOUT,0
ConArg,2021/e_9_8_8,CE-PR,600.966,20726148,TIMEOUT,0
ConArg,2021/b_5_4_10,CE-PR,600.126,3561140,TIMEOUT,0
ConArg,2021/b_9_2_9,CE-PR,600.892,19651352,TIMEOUT,0
ConArg,2021/b_6_3_10,CE-PR,600.341,8198212,TIMEOUT,0
ConArg,2021/be_9_10_10,CE-PR,600.981,21507232,TIMEOUT,0
ConArg,2021/be_7_6_6,CE-PR,601.554,35333416,TIMEOUT,0
ConArg,2021/be_8_8_9,CE-PR,601.008,21473780,TIMEOUT,0
ConArg,2021/e_7_1_10,CE-PR,600.476,11586276,TIMEOUT,0
ConArg,2021/be_10_1_10,CE-PR,601.017,22254744,TIMEOUT,0
ConArg,2021/b_8_8_8,CE-PR,600.994,20726076,TIMEOUT,0
ConArg,2021/b_9_4_9,CE-PR,600.928,19900740,TIMEOUT,0
ConArg,2021/be_7_4_10,CE-PR,601.132,25290484,TIMEOUT,0
ConArg,2021/b_9_10_10,CE-PR,600.952,21216096,TIMEOUT,0
ConArg,2021/e_5_10_10,CE-PR,600.236,5992568,TIMEOUT,0
ConArg,2021/e_5_5_10,CE-PR,600.108,3489940,TIMEOUT,0
ConArg,2021/e_5_4_8,CE-PR,600.137,2916388,TIMEOUT,0
ConArg,2021/be_7_2_9,CE-PR,600.747,18124056,TIMEOUT,0
ConArg,2021/be_9_4_10,CE-PR,600.952,20418468,TIMEOUT,0
ConArg,2021/e_5_9_10,CE-PR,600.211,6214956,TIMEOUT,0
ConArg,2021/e_8_2_6,CE-PR,601.74,36607044,TIMEOUT,0
ConArg,2021/b_7_4_9,CE-PR,601.308,29595044,TIMEOUT,0
ConArg,2021/b_7_6_6,CE-PR,601.667,39817808,TIMEOUT,0
ConArg,2021/be_9_4_7,CE-PR,600.923,20335304,TIMEOUT,0
ConArg,2021/b_6_8_7,CE-PR,600.708,16756328,TIMEOUT,0
ConArg,2021/be_6_10_8,CE-PR,601.098,25904836,TIMEOUT,0
ConArg,2021/e_9_6_8,CE-PR,600.927,20631372,TIMEOUT,0
ConArg,2021/be_7_8_7,CE-PR,601.741,44743980,TIMEOUT,0
ConArg,2021/e_7_10_7,CE-PR,601.626,36107608,TIMEOUT,0
ConArg,2021/b_6_2_6,CE-PR,600.267,7648312,TIMEOUT,0
ConArg,2021/b_8_4_6,CE-PR,600.931,20585516,TIMEOUT,0
ConArg,2021/e_9_2_10,CE-PR,600.948,20697336,TIMEOUT,0
ConArg,2021/be_5_7_10,CE-PR,600.2,4196772,TIMEOUT,0
ConArg,2021/e_9_5_10,CE-PR,600.952,20366400,TIMEOUT,0
ConArg,2021/be_10_2_10,CE-PR,601.007,22580404,TIMEOUT,0
ConArg,2021/e_6_6_10,CE-PR,600.362,8509216,TIMEOUT,0
ConArg,2021/be_9_4_9,CE-PR,600.96,20249784,TIMEOUT,0
ConArg,2021/be_9_9_10,CE-PR,600.988,21536888,TIMEOUT,0
ConArg,2021/b_9_10_8,CE-PR,600.975,21158512,TIMEOUT,0
ConArg,2021/be_9_10_7,CE-PR,600.976,21560380,TIMEOUT,0
ConArg,2021/b_8_2_10,CE-PR,600.99,20924292,TIMEOUT,0
ConArg,2021/be_5_10_7,CE-PR,600.289,6450680,TIMEOUT,0
ConArg,2021/be_10_6_10,CE-PR,601.073,23713976,TIMEOUT,0
ConArg,2021/b_5_2_7,CE-PR,600.079,3088224,TIMEOUT,0
ConArg,2021/b_8_6_7,CE-PR,600.939,20096936,TIMEOUT,0
ConArg,2021/be_8_7_10,CE-PR,600.984,21735584,TIMEOUT,0
ConArg,2021/b_6_1_10,CE-PR,600.224,5736776,TIMEOUT,0
ConArg,2021/e_5_6_10,CE-PR,600.111,3618552,TIMEOUT,0
ConArg,2021/b_6_10_7,CE-PR,601.078,18737456,TIMEOUT,0
ConArg,2021/b_9_10_9,CE-PR,600.997,21182460,TIMEOUT,0
ConArg,2021/b_5_7_10,CE-PR,600.24,5890300,TIMEOUT,0
ConArg,2021/e_9_4_6,CE-PR,600.93,20530776,TIMEOUT,0
ConArg,2021/e_7_10_10,CE-PR,601.816,35729572,TIMEOUT,0
ConArg,2021/be_6_8_8,CE-PR,600.861,19826868,TIMEOUT,0
ConArg,2021/b_6_2_9,CE-PR,600.269,7040708,TIMEOUT,0
ConArg,2021/e_6_2_8,CE-PR,600.25,6321552,TIMEOUT,0
ConArg,2021/b_6_10_9,CE-PR,600.899,19615440,TIMEOUT,0
ConArg,2021/e_5_8_8,CE-PR,600.141,3879224,TIMEOUT,0
