,year,solver,track,instances,cpu-time,memory,totargs,totedges,density,totlayers,totsccs,totntsccs,avgntsize,maxsccsize
2338,2019,aspartix19,DC-PR,2019/instances/B-1-stb_138_162.tgf,0.418,2912256.0,138,1391,0.0730414,4,10,2,65.0,109
2339,2019,coquiaas,DC-PR,2019/instances/B-1-stb_138_162.tgf,0.333,2883584.0,138,1391,0.0730414,4,10,2,65.0,109
2340,2019,eqargsolver,DC-PR,2019/instances/B-1-stb_138_162.tgf,0.309,2883584.0,138,1391,0.0730414,4,10,2,65.0,109
2341,2019,mu-toksia,DC-PR,2019/instances/B-1-stb_138_162.tgf,0.371,2883584.0,138,1391,0.0730414,4,10,2,65.0,109
2342,2019,pyglaf,DC-PR,2019/instances/B-1-stb_138_162.tgf,0.672,2891776.0,138,1391,0.0730414,4,10,2,65.0,109
2343,2019,taas-dredd,DC-PR,2019/instances/B-1-stb_138_162.tgf,0.607,2883584.0,138,1391,0.0730414,4,10,2,65.0,109
2344,2019,yonas,DC-PR,2019/instances/B-1-stb_138_162.tgf,52.681,1881292800.0,138,1391,0.0730414,4,10,2,65.0,109
2345,2019,aspartix19,DS-PR,2019/instances/B-1-stb_138_162.tgf,0.475,2912256.0,138,1391,0.0730414,4,10,2,65.0,109
2346,2019,coquiaas,DS-PR,2019/instances/B-1-stb_138_162.tgf,0.343,2887680.0,138,1391,0.0730414,4,10,2,65.0,109
2347,2019,eqargsolver,DS-PR,2019/instances/B-1-stb_138_162.tgf,0.324,2879488.0,138,1391,0.0730414,4,10,2,65.0,109
2348,2019,mu-toksia,DS-PR,2019/instances/B-1-stb_138_162.tgf,0.27,2887680.0,138,1391,0.0730414,4,10,2,65.0,109
2349,2019,pyglaf,DS-PR,2019/instances/B-1-stb_138_162.tgf,0.662,2883584.0,138,1391,0.0730414,4,10,2,65.0,109
2350,2019,taas-dredd,DS-PR,2019/instances/B-1-stb_138_162.tgf,0.597,2887680.0,138,1391,0.0730414,4,10,2,65.0,109
2351,2019,yonas,DS-PR,2019/instances/B-1-stb_138_162.tgf,23.315,2879488.0,138,1391,0.0730414,4,10,2,65.0,109
2352,2019,aspartix19,SE-PR,2019/instances/B-1-stb_161_74.tgf,0.397,2908160.0,161,1400,0.0540103,6,30,3,44.6667,126
2353,2019,coquiaas,SE-PR,2019/instances/B-1-stb_161_74.tgf,0.315,2883584.0,161,1400,0.0540103,6,30,3,44.6667,126
2354,2019,eqargsolver,SE-PR,2019/instances/B-1-stb_161_74.tgf,0.34,2887680.0,161,1400,0.0540103,6,30,3,44.6667,126
2355,2019,mu-toksia,SE-PR,2019/instances/B-1-stb_161_74.tgf,0.374,2887680.0,161,1400,0.0540103,6,30,3,44.6667,126
2356,2019,pyglaf,SE-PR,2019/instances/B-1-stb_161_74.tgf,0.651,2879488.0,161,1400,0.0540103,6,30,3,44.6667,126
2357,2019,taas-dredd,SE-PR,2019/instances/B-1-stb_161_74.tgf,0.446,2887680.0,161,1400,0.0540103,6,30,3,44.6667,126
2358,2019,yonas,SE-PR,2019/instances/B-1-stb_161_74.tgf,62.279,3874111488.0,161,1400,0.0540103,6,30,3,44.6667,126
2359,2019,aspartix19,EE-PR,2019/instances/B-1-stb_161_74.tgf,0.453,2908160.0,161,1400,0.0540103,6,30,3,44.6667,126
2360,2019,coquiaas,EE-PR,2019/instances/B-1-stb_161_74.tgf,0.323,2875392.0,161,1400,0.0540103,6,30,3,44.6667,126
2361,2019,eqargsolver,EE-PR,2019/instances/B-1-stb_161_74.tgf,0.349,2883584.0,161,1400,0.0540103,6,30,3,44.6667,126
2362,2019,mu-toksia,EE-PR,2019/instances/B-1-stb_161_74.tgf,0.333,2887680.0,161,1400,0.0540103,6,30,3,44.6667,126
2363,2019,pyglaf,EE-PR,2019/instances/B-1-stb_161_74.tgf,0.734,2883584.0,161,1400,0.0540103,6,30,3,44.6667,126
2364,2019,taas-dredd,EE-PR,2019/instances/B-1-stb_161_74.tgf,0.478,2883584.0,161,1400,0.0540103,6,30,3,44.6667,126
2365,2019,yonas,EE-PR,2019/instances/B-1-stb_161_74.tgf,558.364,11698708480.0,161,1400,0.0540103,6,30,3,44.6667,126
2366,2019,aspartix19,DC-PR,2019/instances/B-1-stb_161_74.tgf,0.414,2912256.0,161,1400,0.0540103,6,30,3,44.6667,126
2367,2019,coquiaas,DC-PR,2019/instances/B-1-stb_161_74.tgf,0.315,2891776.0,161,1400,0.0540103,6,30,3,44.6667,126
2368,2019,eqargsolver,DC-PR,2019/instances/B-1-stb_161_74.tgf,0.307,2883584.0,161,1400,0.0540103,6,30,3,44.6667,126
2369,2019,mu-toksia,DC-PR,2019/instances/B-1-stb_161_74.tgf,0.268,2887680.0,161,1400,0.0540103,6,30,3,44.6667,126
2370,2019,pyglaf,DC-PR,2019/instances/B-1-stb_161_74.tgf,0.672,2887680.0,161,1400,0.0540103,6,30,3,44.6667,126
2371,2019,taas-dredd,DC-PR,2019/instances/B-1-stb_161_74.tgf,0.43,2891776.0,161,1400,0.0540103,6,30,3,44.6667,126
2372,2019,yonas,DC-PR,2019/instances/B-1-stb_161_74.tgf,9.08,2883584.0,161,1400,0.0540103,6,30,3,44.6667,126
2373,2019,aspartix19,DS-PR,2019/instances/B-1-stb_161_74.tgf,0.413,2912256.0,161,1400,0.0540103,6,30,3,44.6667,126
2374,2019,coquiaas,DS-PR,2019/instances/B-1-stb_161_74.tgf,0.347,2887680.0,161,1400,0.0540103,6,30,3,44.6667,126
2375,2019,eqargsolver,DS-PR,2019/instances/B-1-stb_161_74.tgf,0.319,2875392.0,161,1400,0.0540103,6,30,3,44.6667,126
2376,2019,mu-toksia,DS-PR,2019/instances/B-1-stb_161_74.tgf,0.366,2887680.0,161,1400,0.0540103,6,30,3,44.6667,126
2377,2019,pyglaf,DS-PR,2019/instances/B-1-stb_161_74.tgf,0.757,2887680.0,161,1400,0.0540103,6,30,3,44.6667,126
2378,2019,taas-dredd,DS-PR,2019/instances/B-1-stb_161_74.tgf,0.484,2887680.0,161,1400,0.0540103,6,30,3,44.6667,126
2379,2019,yonas,DS-PR,2019/instances/B-1-stb_161_74.tgf,8.823,2891776.0,161,1400,0.0540103,6,30,3,44.6667,126
2380,2019,aspartix19,SE-PR,2019/instances/B-1-stb_199_128.tgf,0.382,2908160.0,199,442,0.0111613,3,83,1,117.0,117
2381,2019,coquiaas,SE-PR,2019/instances/B-1-stb_199_128.tgf,0.315,2883584.0,199,442,0.0111613,3,83,1,117.0,117
2382,2019,eqargsolver,SE-PR,2019/instances/B-1-stb_199_128.tgf,0.304,2875392.0,199,442,0.0111613,3,83,1,117.0,117
2383,2019,mu-toksia,SE-PR,2019/instances/B-1-stb_199_128.tgf,0.266,2887680.0,199,442,0.0111613,3,83,1,117.0,117
2384,2019,pyglaf,SE-PR,2019/instances/B-1-stb_199_128.tgf,0.657,2891776.0,199,442,0.0111613,3,83,1,117.0,117
2385,2019,taas-dredd,SE-PR,2019/instances/B-1-stb_199_128.tgf,0.255,2883584.0,199,442,0.0111613,3,83,1,117.0,117
2386,2019,yonas,SE-PR,2019/instances/B-1-stb_199_128.tgf,25.436,2879488.0,199,442,0.0111613,3,83,1,117.0,117
2387,2019,aspartix19,EE-PR,2019/instances/B-1-stb_199_128.tgf,0.381,2908160.0,199,442,0.0111613,3,83,1,117.0,117
2388,2019,coquiaas,EE-PR,2019/instances/B-1-stb_199_128.tgf,0.336,2879488.0,199,442,0.0111613,3,83,1,117.0,117
2389,2019,eqargsolver,EE-PR,2019/instances/B-1-stb_199_128.tgf,0.302,2879488.0,199,442,0.0111613,3,83,1,117.0,117
2390,2019,mu-toksia,EE-PR,2019/instances/B-1-stb_199_128.tgf,0.393,2887680.0,199,442,0.0111613,3,83,1,117.0,117
2391,2019,pyglaf,EE-PR,2019/instances/B-1-stb_199_128.tgf,0.735,2887680.0,199,442,0.0111613,3,83,1,117.0,117
2392,2019,taas-dredd,EE-PR,2019/instances/B-1-stb_199_128.tgf,0.254,2883584.0,199,442,0.0111613,3,83,1,117.0,117
2393,2019,yonas,EE-PR,2019/instances/B-1-stb_199_128.tgf,558.496,11187798016.0,199,442,0.0111613,3,83,1,117.0,117
2394,2019,aspartix19,DC-PR,2019/instances/B-1-stb_199_128.tgf,0.383,2908160.0,199,442,0.0111613,3,83,1,117.0,117
2395,2019,coquiaas,DC-PR,2019/instances/B-1-stb_199_128.tgf,0.314,2883584.0,199,442,0.0111613,3,83,1,117.0,117
2396,2019,eqargsolver,DC-PR,2019/instances/B-1-stb_199_128.tgf,0.308,2883584.0,199,442,0.0111613,3,83,1,117.0,117
2397,2019,mu-toksia,DC-PR,2019/instances/B-1-stb_199_128.tgf,0.352,2879488.0,199,442,0.0111613,3,83,1,117.0,117
2398,2019,pyglaf,DC-PR,2019/instances/B-1-stb_199_128.tgf,0.646,2887680.0,199,442,0.0111613,3,83,1,117.0,117
2399,2019,taas-dredd,DC-PR,2019/instances/B-1-stb_199_128.tgf,0.264,2879488.0,199,442,0.0111613,3,83,1,117.0,117
2400,2019,yonas,DC-PR,2019/instances/B-1-stb_199_128.tgf,9.107,2887680.0,199,442,0.0111613,3,83,1,117.0,117
2401,2019,aspartix19,DS-PR,2019/instances/B-1-stb_199_128.tgf,0.381,2912256.0,199,442,0.0111613,3,83,1,117.0,117
2402,2019,coquiaas,DS-PR,2019/instances/B-1-stb_199_128.tgf,0.318,2883584.0,199,442,0.0111613,3,83,1,117.0,117
2403,2019,eqargsolver,DS-PR,2019/instances/B-1-stb_199_128.tgf,0.304,2879488.0,199,442,0.0111613,3,83,1,117.0,117
2404,2019,mu-toksia,DS-PR,2019/instances/B-1-stb_199_128.tgf,0.262,2879488.0,199,442,0.0111613,3,83,1,117.0,117
2405,2019,pyglaf,DS-PR,2019/instances/B-1-stb_199_128.tgf,0.649,2887680.0,199,442,0.0111613,3,83,1,117.0,117
2406,2019,taas-dredd,DS-PR,2019/instances/B-1-stb_199_128.tgf,0.241,2887680.0,199,442,0.0111613,3,83,1,117.0,117
2407,2019,yonas,DS-PR,2019/instances/B-1-stb_199_128.tgf,8.869,2887680.0,199,442,0.0111613,3,83,1,117.0,117
2408,2019,aspartix19,SE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.438,2908160.0,13,17,0.100592,2,7,3,3.0,4
2409,2019,coquiaas,SE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.313,2887680.0,13,17,0.100592,2,7,3,3.0,4
2410,2019,eqargsolver,SE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.302,2883584.0,13,17,0.100592,2,7,3,3.0,4
2411,2019,mu-toksia,SE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.25,2875392.0,13,17,0.100592,2,7,3,3.0,4
2412,2019,pyglaf,SE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.653,2887680.0,13,17,0.100592,2,7,3,3.0,4
2413,2019,taas-dredd,SE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.263,2883584.0,13,17,0.100592,2,7,3,3.0,4
2414,2019,yonas,SE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,42.177,3624550400.0,13,17,0.100592,2,7,3,3.0,4
2415,2019,aspartix19,EE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.37,2908160.0,13,17,0.100592,2,7,3,3.0,4
2416,2019,coquiaas,EE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.316,2891776.0,13,17,0.100592,2,7,3,3.0,4
2417,2019,eqargsolver,EE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.299,2887680.0,13,17,0.100592,2,7,3,3.0,4
2418,2019,mu-toksia,EE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.375,2887680.0,13,17,0.100592,2,7,3,3.0,4
2419,2019,pyglaf,EE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.655,2891776.0,13,17,0.100592,2,7,3,3.0,4
2420,2019,taas-dredd,EE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.231,2879488.0,13,17,0.100592,2,7,3,3.0,4
2421,2019,yonas,EE-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,552.653,2462306304.0,13,17,0.100592,2,7,3,3.0,4
2422,2019,aspartix19,DC-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.367,2908160.0,13,17,0.100592,2,7,3,3.0,4
2423,2019,coquiaas,DC-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.31,2887680.0,13,17,0.100592,2,7,3,3.0,4
2424,2019,eqargsolver,DC-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.303,2887680.0,13,17,0.100592,2,7,3,3.0,4
2425,2019,mu-toksia,DC-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.263,2883584.0,13,17,0.100592,2,7,3,3.0,4
2426,2019,pyglaf,DC-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.715,2887680.0,13,17,0.100592,2,7,3,3.0,4
2427,2019,taas-dredd,DC-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.261,2887680.0,13,17,0.100592,2,7,3,3.0,4
2428,2019,yonas,DC-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,42.635,3628630016.0,13,17,0.100592,2,7,3,3.0,4
2429,2019,aspartix19,DS-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.378,2912256.0,13,17,0.100592,2,7,3,3.0,4
2430,2019,coquiaas,DS-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.303,2883584.0,13,17,0.100592,2,7,3,3.0,4
2431,2019,eqargsolver,DS-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.302,2887680.0,13,17,0.100592,2,7,3,3.0,4
2432,2019,mu-toksia,DS-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.252,2883584.0,13,17,0.100592,2,7,3,3.0,4
2433,2019,pyglaf,DS-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.626,2891776.0,13,17,0.100592,2,7,3,3.0,4
2434,2019,taas-dredd,DS-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,0.24,2883584.0,13,17,0.100592,2,7,3,3.0,4
2435,2019,yonas,DS-PR,2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,10.355,2895872.0,13,17,0.100592,2,7,3,3.0,4
2436,2019,aspartix19,SE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,14.133,2916352.0,971,893586,0.947759,3,31,1,941.0,941
2437,2019,coquiaas,SE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,5.545,2883584.0,971,893586,0.947759,3,31,1,941.0,941
2438,2019,eqargsolver,SE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,0.858,2883584.0,971,893586,0.947759,3,31,1,941.0,941
2439,2019,mu-toksia,SE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,0.873,2887680.0,971,893586,0.947759,3,31,1,941.0,941
2440,2019,pyglaf,SE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,18.451,2887680.0,971,893586,0.947759,3,31,1,941.0,941
2441,2019,taas-dredd,SE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,659.145,129712128.0,971,893586,0.947759,3,31,1,941.0,941
2442,2019,yonas,SE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,111.859,17201295360.0,971,893586,0.947759,3,31,1,941.0,941
2443,2019,aspartix19,EE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,13.825,2904064.0,971,893586,0.947759,3,31,1,941.0,941
2444,2019,coquiaas,EE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,5.965,2887680.0,971,893586,0.947759,3,31,1,941.0,941
2445,2019,eqargsolver,EE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,0.862,2887680.0,971,893586,0.947759,3,31,1,941.0,941
2446,2019,mu-toksia,EE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,0.972,2891776.0,971,893586,0.947759,3,31,1,941.0,941
2447,2019,pyglaf,EE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,13.762,2883584.0,971,893586,0.947759,3,31,1,941.0,941
2448,2019,taas-dredd,EE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,658.132,129462272.0,971,893586,0.947759,3,31,1,941.0,941
2449,2019,yonas,EE-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,572.189,18112012288.0,971,893586,0.947759,3,31,1,941.0,941
2450,2019,aspartix19,DC-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,20.642,2912256.0,971,893586,0.947759,3,31,1,941.0,941
2451,2019,coquiaas,DC-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,5.587,2883584.0,971,893586,0.947759,3,31,1,941.0,941
2452,2019,eqargsolver,DC-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,0.864,2887680.0,971,893586,0.947759,3,31,1,941.0,941
2453,2019,mu-toksia,DC-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,0.743,2887680.0,971,893586,0.947759,3,31,1,941.0,941
2454,2019,pyglaf,DC-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,19.045,2883584.0,971,893586,0.947759,3,31,1,941.0,941
2455,2019,taas-dredd,DC-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,0.608,2883584.0,971,893586,0.947759,3,31,1,941.0,941
2456,2019,yonas,DC-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,14.64,2891776.0,971,893586,0.947759,3,31,1,941.0,941
2457,2019,aspartix19,DS-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,23.044,2908160.0,971,893586,0.947759,3,31,1,941.0,941
2458,2019,coquiaas,DS-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,6.197,2883584.0,971,893586,0.947759,3,31,1,941.0,941
2459,2019,eqargsolver,DS-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,0.85,2887680.0,971,893586,0.947759,3,31,1,941.0,941
2460,2019,mu-toksia,DS-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,0.873,2887680.0,971,893586,0.947759,3,31,1,941.0,941
2461,2019,pyglaf,DS-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,19.064,2883584.0,971,893586,0.947759,3,31,1,941.0,941
2462,2019,taas-dredd,DS-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,0.63,2891776.0,971,893586,0.947759,3,31,1,941.0,941
2463,2019,yonas,DS-PR,2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,13.987,2887680.0,971,893586,0.947759,3,31,1,941.0,941
2464,2019,aspartix19,SE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,10.544,2912256.0,848,698383,0.971185,3,13,1,836.0,836
2465,2019,coquiaas,SE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,4.812,2875392.0,848,698383,0.971185,3,13,1,836.0,836
2466,2019,eqargsolver,SE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,0.741,2879488.0,848,698383,0.971185,3,13,1,836.0,836
2467,2019,mu-toksia,SE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,0.806,2887680.0,848,698383,0.971185,3,13,1,836.0,836
2468,2019,pyglaf,SE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,13.851,2887680.0,848,698383,0.971185,3,13,1,836.0,836
2469,2019,taas-dredd,SE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,659.137,105390080.0,848,698383,0.971185,3,13,1,836.0,836
2470,2019,yonas,SE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,94.608,13989675008.0,848,698383,0.971185,3,13,1,836.0,836
2471,2019,aspartix19,EE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,10.473,2908160.0,848,698383,0.971185,3,13,1,836.0,836
2472,2019,coquiaas,EE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,5.213,2883584.0,848,698383,0.971185,3,13,1,836.0,836
2473,2019,eqargsolver,EE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,0.734,2887680.0,848,698383,0.971185,3,13,1,836.0,836
2474,2019,mu-toksia,EE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,0.753,2887680.0,848,698383,0.971185,3,13,1,836.0,836
2475,2019,pyglaf,EE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,14.602,2883584.0,848,698383,0.971185,3,13,1,836.0,836
2476,2019,taas-dredd,EE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,659.139,105709568.0,848,698383,0.971185,3,13,1,836.0,836
2477,2019,yonas,EE-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,599.785,14929563648.0,848,698383,0.971185,3,13,1,836.0,836
2478,2019,aspartix19,DC-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,16.727,2912256.0,848,698383,0.971185,3,13,1,836.0,836
2479,2019,coquiaas,DC-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,4.741,2883584.0,848,698383,0.971185,3,13,1,836.0,836
2480,2019,eqargsolver,DC-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,0.735,2887680.0,848,698383,0.971185,3,13,1,836.0,836
2481,2019,mu-toksia,DC-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,0.727,2879488.0,848,698383,0.971185,3,13,1,836.0,836
2482,2019,pyglaf,DC-PR,2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,10.716,2891776.0,848,698383,0.971185,3,13,1,836.0,836
