year,solver,instances,track,cpu-time,memory,status,score
2019,aspartix19,Medium-result-b17.tgf,SE-CO,1.311,2912256,COMPLETED,1
2019,aspartix19,Medium-result-b2.tgf,SE-CO,1.517,2912256,COMPLETED,1
2019,aspartix19,Medium-result-b23.tgf,SE-CO,1.575,2908160,COMPLETED,1
2019,aspartix19,Medium-result-b24.tgf,SE-CO,1.059,2908160,COMPLETED,1
2019,aspartix19,Medium-result-b25.tgf,SE-CO,1.513,2912256,COMPLETED,1
2019,aspartix19,n100p3q34ve.tgf,SE-CO,0.383,2908160,COMPLETED,1
2019,aspartix19,n100p5q2.tgf,SE-CO,0.395,2908160,COMPLETED,1
2019,aspartix19,n128p5q2_ve.tgf,SE-CO,0.392,2912256,COMPLETED,1
2019,aspartix19,n160p3q24e.tgf,SE-CO,0.405,2912256,COMPLETED,1
2019,aspartix19,n160p5q2_ve.tgf,SE-CO,0.429,2908160,COMPLETED,1
2019,aspartix19,n192p5q2_ve.tgf,SE-CO,0.446,2912256,COMPLETED,1
2019,aspartix19,n224p5q2_ve.tgf,SE-CO,0.499,2904064,COMPLETED,1
2019,aspartix19,n256p3q08n.tgf,SE-CO,0.451,2908160,COMPLETED,1
2019,aspartix19,n256p5q2_e.tgf,SE-CO,0.538,2908160,COMPLETED,1
2019,aspartix19,n320p5q2_n.tgf,SE-CO,0.609,2912256,COMPLETED,1
2019,aspartix19,Small-result-b10.tgf,SE-CO,0.369,2912256,COMPLETED,1
2019,aspartix19,Small-result-b100.tgf,SE-CO,0.39,2899968,COMPLETED,1
2019,aspartix19,Small-result-b101.tgf,SE-CO,0.403,2912256,COMPLETED,1
2019,aspartix19,Small-result-b102.tgf,SE-CO,0.381,2912256,COMPLETED,1
2019,aspartix19,Small-result-b103.tgf,SE-CO,0.383,2904064,COMPLETED,1
2019,aspartix19,Small-result-b104.tgf,SE-CO,0.394,2904064,COMPLETED,1
2019,aspartix19,Small-result-b105.tgf,SE-CO,0.376,2912256,COMPLETED,1
2019,aspartix19,Small-result-b106.tgf,SE-CO,0.379,2912256,COMPLETED,1
2019,aspartix19,Small-result-b107.tgf,SE-CO,0.38,2904064,COMPLETED,1
2019,aspartix19,Small-result-b108.tgf,SE-CO,0.378,2912256,COMPLETED,1
2019,aspartix19,Small-result-b11.tgf,SE-CO,0.362,2912256,COMPLETED,1
2019,aspartix19,Small-result-b12.tgf,SE-CO,0.371,2904064,COMPLETED,1
2019,aspartix19,Small-result-b13.tgf,SE-CO,0.384,2912256,COMPLETED,1
2019,aspartix19,Small-result-b14.tgf,SE-CO,0.39,2904064,COMPLETED,1
